4,71,39
60,48,50
48,21,51
6,74,5
44,31,48
24,13,8
17,73,5
22,63,93
14,39,38
57,93,48
4,50,9
25,52,46
53,72,69
67,97,82
89,25,93
88,32,73
48,35,1
44,60,68
49,91,46
13,35,30
31,57,15
77,44,19
39,6,65
67,64,61
45,85,23
22,73,36
35,82,63
73,46,99
60,47,22
37,99,44
4,96,19
17,82,40
52,23,25
20,4,48
11,69,97
26,91,84
51,31,46
57,95,56
79,84,54
57,44,95
46,36,44
50,99,3
20,32,19
30,81,66
99,14,16
66,46,25
70,31,34
91,10,33
70,29,1
27,90,48
33,54,8
8,11,72
88,19,54
30,89,96
17,17,37
57,63,86
20,50,85
100,72,91
99,36,15
34,82,82
44,77,16
48,89,44
30,98,3
25,74,70
30,12,69
33,77,32
72,66,68
86,68,87
58,25,55
22,83,9
65,20,53
46,85,12
40,82,79
96,41,55
36,22,37
68,85,89
55,57,58
1,40,49
47,5,29
3,54,58
44,30,91
2,80,76
100,36,39
57,66,40
68,29,28
85,86,68
49,84,86
100,67,22
11,69,53
9,52,10
6,44,48
69,74,26
93,1,30
42,74,27
39,37,92
93,47,46
26,69,49
28,99,39
62,31,35
59,15,20
55,100,87
29,87,64
12,38,42
48,70,98
13,57,53
61,67,77
65,12,64
98,76,70
72,11,11
100,73,59
65,14,75
63,15,41
54,12,78
41,1,8
99,70,12
42,40,42
51,22,82
92,8,47
21,58,67
37,86,19
42,99,50
59,76,28
61,66,28
61,51,29
70,37,26
78,98,8
60,31,84
68,22,67
22,97,83
41,48,22
60,63,36
40,53,33
12,43,65
96,49,69
70,29,35
63,36,45
18,100,4
52,95,40
75,16,73
74,18,84
61,59,16
64,49,84
15,5,66
32,92,61
72,44,66
15,55,36
87,90,96
97,54,89
22,3,53
30,41,98
35,81,88
72,49,38
100,5,8
56,79,9
23,44,27
15,21,18
47,15,40
60,97,79
10,44,2
72,76,47
5,46,72
100,56,37
97,68,80
99,67,22
17,39,47
86,82,15
12,75,6
22,10,88
2,57,62
73,53,79
82,30,46
52,4,79
16,40,5
42,51,30
52,6,36
4,67,39
36,70,97
78,46,100
32,87,20
64,27,96
47,32,95
93,65,75
10,49,11
49,73,29
64,95,54
6,98,10
8,87,48
75,28,12
34,42,16
76,26,88
59,46,52
68,41,98
15,88,51
29,50,94
48,6,29
30,96,48
80,64,7
71,14,33
95,41,97
87,24,100
40,9,97
74,94,93
13,37,37
57,77,84
16,40,4
22,9,26
95,50,63
81,65,8
40,2,81
94,40,37
70,38,25
8,95,34
84,83,13
68,56,86
87,76,100
2,97,98
76,83,40
20,66,11
64,79,24
50,45,71
49,14,80
2,41,78
69,85,41
89,78,89
62,41,40
63,92,100
43,14,21
47,34,54
3,19,97
95,69,40
59,57,6
71,7,72
98,15,23
46,7,51
18,99,97
70,21,28
86,96,84
33,66,35
27,22,57
99,97,6
41,91,36
88,80,55
5,3,14
43,41,25
30,86,45
71,4,7
17,70,98
51,3,90
62,62,28
22,66,49
53,23,14
87,36,32
55,86,68
22,7,55
74,41,95
31,59,68
25,57,90
98,71,84
70,41,77
94,33,13
54,40,8
66,40,30
40,21,76
63,96,66
84,41,73
11,15,3
60,39,3
82,64,100
53,57,67
84,37,97
48,81,57
29,44,56
12,89,1
61,65,15
43,58,53
80,13,48
26,17,54
5,79,4
92,8,33
9,77,51
96,97,48
50,31,19
10,51,80
65,99,52
93,58,77
57,32,93
2,23,56
38,85,14
88,56,16
84,72,82
99,38,15
52,30,11
17,98,51
22,99,84
56,76,54
55,80,7
3,33,88
63,86,58
4,29,44
65,4,97
70,29,95
56,67,16
95,32,53
76,8,33
11,14,98
23,99,79
9,63,25
95,35,3
44,67,97
90,95,49
88,33,1
82,72,57
13,76,53
72,37,20
26,34,83
35,77,49
11,95,76
93,44,26
59,7,66
85,73,70
41,58,46
72,9,85
48,63,56
40,56,31
6,69,5
4,98,80
57,82,15
91,98,46
17,34,90
91,44,33
19,31,71
73,2,54
65,51,27
24,66,78
79,39,73
52,29,95
54,74,45
51,3,52
51,96,70
21,100,13
83,82,30
98,90,76
76,73,54
48,98,43
87,78,71
49,88,68
29,41,72
92,32,81
68,85,90
96,70,61
10,53,60
53,54,49
42,60,19
68,57,54
2,44,91
50,50,10
8,40,62
13,27,73
11,62,42
33,10,15
58,35,57
86,17,83
3,61,80
97,70,58
61,14,77
60,43,50
79,79,97
54,16,49
73,75,61
1,64,16
50,56,24
88,40,77
89,14,14
8,85,38
32,98,80
60,56,67
22,86,49
9,57,41
25,6,45
41,68,72
81,20,87
32,45,62
48,53,50
43,69,95
51,49,69
98,100,59
94,45,72
40,62,71
9,6,7
75,53,31
53,81,64
58,75,40
1,6,45
2,15,37
67,81,40
30,78,80
43,59,51
89,97,16
72,92,69
72,9,99
81,52,28
99,7,98
51,91,16
41,71,84
41,3,90
17,68,79
98,65,89
14,12,18
96,19,76
2,79,1
86,76,89
48,66,83
92,68,98
22,29,70
23,87,38
85,43,98
39,48,95
99,86,32
12,28,79
48,31,91
55,48,57
56,8,48
35,23,67
32,35,84
13,45,14
89,25,94
45,35,22
91,34,76
80,6,68
81,92,78
67,36,63
17,92,96
92,15,81
65,42,50
5,20,39
88,38,71
76,24,34
4,8,71
78,24,76
27,40,21
73,19,79
20,59,97
40,100,94
8,67,91
59,28,31
14,94,62
3,20,43
17,10,17
100,28,97
19,48,29
67,74,56
70,75,10
66,57,68
45,51,12
47,45,89
12,34,94
2,47,92
81,1,46
19,32,39
38,76,38
8,43,55
60,17,40
95,88,90
63,56,88
100,60,75
15,59,13
49,2,93
28,75,28
